-6.891454118476314505e-01,0.000000000000000000e+00
-6.705095486037147001e-01,3.759398496240601295e-02
-6.122121646040503684e-01,7.518796992481202590e-02
-5.140557260921072569e-01,1.127819548872180389e-01
-3.792392824793022754e-01,1.503759398496240518e-01
-2.129033248590015415e-01,1.879699248120300648e-01
-2.097462045926223873e-02,2.255639097744360777e-01
1.905426204664936174e-01,2.631578947368420907e-01
4.158863858626086207e-01,3.007518796992481036e-01
6.496067949973028943e-01,3.383458646616541166e-01
8.865254015025653134e-01,3.759398496240601295e-01
1.121682264237044091e+00,4.135338345864661425e-01
1.350320526031516311e+00,4.511278195488721554e-01
1.567919677981874926e+00,4.887218045112781684e-01
1.770266167252864120e+00,5.263157894736841813e-01
1.953541848027544603e+00,5.639097744360901387e-01
2.114412050147923772e+00,6.015037593984962072e-01
2.250100643501138364e+00,6.390977443609022757e-01
2.358445677520028649e+00,6.766917293233082331e-01
2.437933981206192868e+00,7.142857142857141906e-01
2.487715944570968229e+00,7.518796992481202590e-01
2.507602847590167716e+00,7.894736842105263275e-01
2.498049173905628528e+00,8.270676691729322849e-01
2.460121945879744310e+00,8.646616541353382424e-01
2.395458666841766338e+00,9.022556390977443108e-01
2.306215166899161950e+00,9.398496240601503793e-01
2.195004567791478678e+00,9.774436090225563367e-01
2.064828662762227651e+00,1.015037593984962294e+00
1.919003169054836810e+00,1.052631578947368363e+00
1.761078479748524828e+00,1.090225563909774431e+00
1.594757668939104533e+00,1.127819548872180277e+00
1.423813566717389900e+00,1.165413533834586346e+00
1.252006714903308060e+00,1.203007518796992414e+00
1.083005949269884027e+00,1.240601503759398483e+00
9.203132413066738016e-01,1.278195488721804551e+00
7.671942842053920408e-01,1.315789473684210398e+00
6.266161330459084633e-01,1.353383458646616466e+00
5.011930148809236041e-01,1.390977443609022535e+00
3.931412154872159226e-01,1.428571428571428381e+00
3.042437299913055559e-01,1.466165413533834450e+00
2.358251382339534574e-01,1.503759398496240518e+00
1.887369366714358732e-01,1.541353383458646586e+00
1.633533311798375243e-01,1.578947368421052655e+00
1.595772738679557268e-01,1.616541353383458501e+00
1.768563164228167395e-01,1.654135338345864570e+00
2.142076568744408771e-01,1.691729323308270638e+00
2.702515798218817489e-01,1.729323308270676485e+00
3.432523354197618559e-01,1.766917293233082553e+00
4.311653724839957791e-01,1.804511278195488622e+00
5.316897379905410892e-01,1.842105263157894690e+00
6.423243804100459142e-01,1.879699248120300759e+00
7.604270484892317050e-01,1.917293233082706605e+00
8.832744603634996583e-01,1.954887218045112673e+00
1.008122429754109817e+00,1.992481203007518742e+00
1.132264675372198326e+00,2.030075187969924588e+00
1.253089104877498361e+00,2.067669172932330657e+00
1.368130453683032099e+00,2.105263157894736725e+00
1.475118268979322078e+00,2.142857142857142794e+00
1.572019357621233349e+00,2.180451127819548862e+00
1.657073959726628853e+00,2.218045112781954931e+00
1.728825064504500464e+00,2.255639097744360555e+00
1.786140447346463933e+00,2.293233082706766623e+00
1.828227173902143621e+00,2.330827067669172692e+00
1.854638484059541348e+00,2.368421052631578760e+00
1.865273132904315068e+00,2.406015037593984829e+00
1.860367423444757140e+00,2.443609022556390897e+00
1.840480314006162299e+00,2.481203007518796966e+00
1.806472118858636566e+00,2.518796992481203034e+00
