1.033111106699188930e+00,0.000000000000000000e+00
1.020451335857440522e+00,3.759398496240601295e-02
9.821938630442805795e-01,7.518796992481202590e-02
9.194852366641772523e-01,1.127819548872180389e-01
8.348870576156088852e-01,1.503759398496240518e-01
7.316567305869817739e-01,1.879699248120300648e-01
6.132656315589880558e-01,2.255639097744360777e-01
4.831521250249170008e-01,2.631578947368420907e-01
3.446404204642871671e-01,3.007518796992481036e-01
2.009439957090901618e-01,3.383458646616541166e-01
5.519002144403596655e-02,3.759398496240601295e-01
-8.957152393737589924e-02,4.135338345864661425e-01
-2.303862743695699322e-01,4.511278195488721554e-01
-3.644380521610264823e-01,4.887218045112781684e-01
-4.891052702810267383e-01,5.263157894736841813e-01
-6.020201441339468884e-01,5.639097744360901387e-01
-7.011223157081629687e-01,6.015037593984962072e-01
-7.847020303584253398e-01,6.390977443609022757e-01
-8.514310333476775572e-01,6.766917293233082331e-01
-9.003813185419909937e-01,7.142857142857141906e-01
-9.310327993748098718e-01,7.518796992481202590e-01
-9.432711913993108155e-01,7.894736842105263275e-01
-9.373772502229170689e-01,8.270676691729322849e-01
-9.140082717444899529e-01,8.646616541353382424e-01
-8.741725883473274727e-01,9.022556390977443108e-01
-8.191977370474420317e-01,9.398496240601503793e-01
-7.506930197985577369e-01,9.774436090225563367e-01
-6.705072798338486129e-01,1.015037593984962294e+00
-5.806828365726156571e-01,1.052631578947368363e+00
-4.834066223049348077e-01,1.090225563909774431e+00
-3.809596287607260878e-01,1.127819548872180277e+00
-2.756657955902578339e-01,1.165413533834586346e+00
-1.698414585127447918e-01,1.203007518796992414e+00
-6.574642873155889244e-02,1.240601503759398483e+00
3.446229607043126142e-02,1.278195488721804551e+00
1.287732795635453953e-01,1.315789473684210398e+00
2.153590497348153443e-01,1.353383458646616466e+00
2.926094712166860679e-01,1.390977443609022535e+00
3.591595286585302915e-01,1.428571428571428381e+00
4.139110974052649938e-01,1.466165413533834450e+00
4.560484169900886897e-01,1.503759398496240518e+00
4.850471241512819276e-01,1.541353383458646586e+00
5.006768423853503736e-01,1.578947368421052655e+00
5.029974615393860704e-01,1.616541353383458501e+00
4.923493707933014329e-01,1.654135338345864570e+00
