1.061104910129408996e+00,0.000000000000000000e+00
5.026686476327610897e-01,2.506265664160400863e-02
-7.388603735262633254e-01,5.012531328320801727e-02
-2.150831787806174233e+00,7.518796992481202590e-02
-3.405060199771909435e+00,1.002506265664160345e-01
-4.333160676767215058e+00,1.253132832080200432e-01
-4.886615800723669523e+00,1.503759398496240518e-01
-5.094451392451044391e+00,1.754385964912280604e-01
-5.026340174508183267e+00,2.005012531328320691e-01
-4.764773509290094466e+00,2.255639097744360777e-01
-4.386942503081822764e+00,2.506265664160400863e-01
-3.955135245696019819e+00,2.756892230576440950e-01
-3.513590051934535552e+00,3.007518796992481036e-01
-3.089575902244665162e+00,3.258145363408521122e-01
-2.696732882913825957e+00,3.508771929824561209e-01
-2.339173308833794263e+00,3.759398496240601295e-01
-2.015355837634859260e+00,4.010025062656641381e-01
-1.721199370148029484e+00,4.260651629072681468e-01
-1.452251836319806477e+00,4.511278195488721554e-01
-1.204959872166227131e+00,4.761904761904761640e-01
-9.772113312317627365e-01,5.012531328320801727e-01
-7.683676220488775410e-01,5.263157894736841813e-01
-5.789939484141792825e-01,5.513784461152881899e-01
-4.104568875218816970e-01,5.764411027568921986e-01
-2.645091512366994912e-01,6.015037593984962072e-01
-1.429334430017679125e-01,6.265664160401002158e-01
-4.727805776029248008e-02,6.516290726817042245e-01
2.131107309689328488e-02,6.766917293233082331e-01
6.217410665286937643e-02,7.017543859649122417e-01
7.515683022239549871e-02,7.268170426065162504e-01
6.058739867643625487e-02,7.518796992481202590e-01
1.922901581472080679e-02,7.769423558897242676e-01
-4.777718117963880573e-02,8.020050125313282763e-01
-1.389696110784344185e-01,8.270676691729322849e-01
-2.526189425467912919e-01,8.521303258145362935e-01
-3.867740538729296240e-01,8.771929824561403022e-01
-5.393014371457560685e-01,9.022556390977443108e-01
-7.079193584484420043e-01,9.273182957393483195e-01
-8.902284673858948949e-01,9.523809523809523281e-01
-1.083740436283771036e+00,9.774436090225563367e-01
-1.285905830102975766e+00,1.002506265664160345e+00
-1.494141937936223741e+00,1.027568922305764243e+00
-1.705860852444793796e+00,1.052631578947368363e+00
-1.918497728500889288e+00,1.077694235588972482e+00
-2.129538909570061200e+00,1.102756892230576380e+00
-2.336549475639293938e+00,1.127819548872180277e+00
-2.537199720286925864e+00,1.152882205513784397e+00
-2.729290081663218182e+00,1.177944862155388517e+00
-2.910774108283043837e+00,1.203007518796992414e+00
-3.079779115482926155e+00,1.228070175438596312e+00
-3.234624267666018405e+00,1.253132832080200432e+00
-3.373835896078590579e+00,1.278195488721804551e+00
-3.496159927423745373e+00,1.303258145363408449e+00
-3.600571353995584367e+00,1.328320802005012347e+00
-3.686280722092053264e+00,1.353383458646616466e+00
-3.752737654076540252e+00,1.378446115288220586e+00
-3.799631452642534324e+00,1.403508771929824483e+00
-3.826888865361244729e+00,1.428571428571428381e+00
-3.834669114737057072e+00,1.453634085213032501e+00
-3.823356324506465675e+00,1.478696741854636620e+00
-3.793549497070955567e+00,1.503759398496240518e+00
-3.746050219685144178e+00,1.528822055137844416e+00
-3.681848298041134449e+00,1.553884711779448535e+00
-3.602105534814287857e+00,1.578947368421052655e+00
-3.508137887166870250e+00,1.604010025062656553e+00
-3.401396250797913190e+00,1.629072681704260450e+00
-3.283446128617062421e+00,1.654135338345864570e+00
-3.155946449335536030e+00,1.679197994987468689e+00
-3.020627805132798382e+00,1.704260651629072587e+00
-2.879270378075643677e+00,1.729323308270676485e+00
-2.733681822208779977e+00,1.754385964912280604e+00
-2.585675362328857307e+00,1.779448621553884724e+00
-2.437048361562866639e+00,1.804511278195488622e+00
-2.289561598197632275e+00,1.829573934837092519e+00
-2.144919477972563993e+00,1.854636591478696639e+00
-2.004751391497911150e+00,1.879699248120300759e+00
-1.870594407855020291e+00,1.904761904761904656e+00
-1.743877475047575398e+00,1.929824561403508554e+00
-1.625907276087767972e+00,1.954887218045112673e+00
-1.517855866411837340e+00,1.979949874686716793e+00
-1.420750194324267968e+00,2.005012531328320691e+00
-1.335463581571090019e+00,2.030075187969924588e+00
-1.262709216241280075e+00,2.055137844611528486e+00
-1.203035685290280155e+00,2.080200501253132828e+00
-1.156824549361694876e+00,2.105263157894736725e+00
-1.124289938534411837e+00,2.130325814536340623e+00
-1.105480124410719966e+00,2.155388471177944965e+00
-1.100281001838728789e+00,2.180451127819548862e+00
-1.108421392762641844e+00,2.205513784461152760e+00
-1.129480065429742996e+00,2.230576441102756657e+00
-1.162894344642392275e+00,2.255639097744360555e+00
-1.207970173090199273e+00,2.280701754385964897e+00
-1.263893470171126632e+00,2.305764411027568794e+00
-1.329742623219772657e+00,2.330827067669172692e+00
-1.404501936790469419e+00,2.355889724310777034e+00
-1.487075858646202509e+00,2.380952380952380931e+00
